timestamp,label,container,cpu_percent,mem_usage,mem_percent,net_io,block_io
2026-07-17T21:17:32,rest-postgres_c10_p100_t1,infrastructure-rest-postgres-1,42.27%,45.41MiB / 7.356GiB,0.60%,9.22MB / 9.82MB,5.17MB / 0B
2026-07-17T21:17:32,rest-postgres_c10_p100_t1,infrastructure-rest-redis-1,0.10%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.28MB,1.97MB / 0B
2026-07-17T21:17:32,rest-postgres_c10_p100_t1,infrastructure-grafana-1,0.06%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:32,rest-postgres_c10_p100_t1,infrastructure-postgres-1,15.34%,75.71MiB / 7.356GiB,1.01%,9.05MB / 11.2MB,34.5MB / 119MB
2026-07-17T21:17:32,rest-postgres_c10_p100_t1,infrastructure-prometheus-1,0.26%,42.8MiB / 7.356GiB,0.57%,3.5MB / 420kB,85.5MB / 7.5MB
2026-07-17T21:17:32,rest-postgres_c10_p100_t1,infrastructure-redis-1,0.40%,10.97MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:32,rest-postgres_c10_p100_t1,infrastructure-mongo-1,74.89%,304.5MiB / 7.356GiB,4.04%,5.3MB / 3.7MB,232MB / 7.19MB
2026-07-17T21:17:34,rest-postgres_c10_p100_t1,infrastructure-grpc-postgres-1,0.35%,27.77MiB / 7.356GiB,0.37%,4.82MB / 4.65MB,127kB / 811kB
2026-07-17T21:17:34,rest-postgres_c10_p100_t1,infrastructure-grpc-redis-1,0.09%,27.82MiB / 7.356GiB,0.37%,3.48MB / 4.84MB,0B / 807kB
2026-07-17T21:17:34,rest-postgres_c10_p100_t1,infrastructure-grpc-mongo-1,0.11%,39.13MiB / 7.356GiB,0.52%,1.85MB / 2.6MB,549kB / 946kB
2026-07-17T21:17:34,rest-postgres_c10_p100_t1,infrastructure-rest-mongo-1,0.18%,70.7MiB / 7.356GiB,0.94%,2.99MB / 4.72MB,33.1MB / 0B
2026-07-17T21:17:34,rest-postgres_c10_p100_t1,infrastructure-rest-postgres-1,40.77%,44.97MiB / 7.356GiB,0.60%,9.77MB / 10.4MB,5.17MB / 0B
2026-07-17T21:17:34,rest-postgres_c10_p100_t1,infrastructure-rest-redis-1,0.11%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.29MB,1.97MB / 0B
2026-07-17T21:17:34,rest-postgres_c10_p100_t1,infrastructure-grafana-1,0.05%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:34,rest-postgres_c10_p100_t1,infrastructure-postgres-1,20.45%,75.78MiB / 7.356GiB,1.01%,9.29MB / 11.5MB,34.5MB / 122MB
2026-07-17T21:17:34,rest-postgres_c10_p100_t1,infrastructure-prometheus-1,0.77%,42.8MiB / 7.356GiB,0.57%,3.52MB / 423kB,85.5MB / 7.5MB
2026-07-17T21:17:34,rest-postgres_c10_p100_t1,infrastructure-redis-1,3.90%,11MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:34,rest-postgres_c10_p100_t1,infrastructure-mongo-1,0.49%,304MiB / 7.356GiB,4.04%,5.3MB / 3.7MB,232MB / 7.22MB
2026-07-17T21:17:36,rest-postgres_c10_p100_t1,infrastructure-grpc-postgres-1,0.06%,27.77MiB / 7.356GiB,0.37%,4.82MB / 4.65MB,127kB / 811kB
2026-07-17T21:17:36,rest-postgres_c10_p100_t1,infrastructure-grpc-redis-1,0.06%,27.82MiB / 7.356GiB,0.37%,3.48MB / 4.84MB,0B / 807kB
2026-07-17T21:17:36,rest-postgres_c10_p100_t1,infrastructure-grpc-mongo-1,0.13%,39.13MiB / 7.356GiB,0.52%,1.85MB / 2.6MB,549kB / 946kB
2026-07-17T21:17:36,rest-postgres_c10_p100_t1,infrastructure-rest-mongo-1,0.42%,70.7MiB / 7.356GiB,0.94%,2.99MB / 4.73MB,33.1MB / 0B
2026-07-17T21:17:36,rest-postgres_c10_p100_t1,infrastructure-rest-postgres-1,40.41%,45.45MiB / 7.356GiB,0.60%,10.3MB / 10.9MB,5.17MB / 0B
2026-07-17T21:17:36,rest-postgres_c10_p100_t1,infrastructure-rest-redis-1,0.12%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.29MB,1.97MB / 0B
2026-07-17T21:17:36,rest-postgres_c10_p100_t1,infrastructure-grafana-1,0.11%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:36,rest-postgres_c10_p100_t1,infrastructure-postgres-1,17.11%,75.81MiB / 7.356GiB,1.01%,9.54MB / 11.8MB,34.5MB / 125MB
2026-07-17T21:17:36,rest-postgres_c10_p100_t1,infrastructure-prometheus-1,0.16%,42.8MiB / 7.356GiB,0.57%,3.53MB / 424kB,85.5MB / 7.5MB
2026-07-17T21:17:36,rest-postgres_c10_p100_t1,infrastructure-redis-1,0.40%,10.97MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:36,rest-postgres_c10_p100_t1,infrastructure-mongo-1,0.53%,304MiB / 7.356GiB,4.04%,5.3MB / 3.7MB,232MB / 7.22MB
2026-07-17T21:17:38,rest-postgres_c10_p100_t1,infrastructure-grpc-postgres-1,0.05%,27.77MiB / 7.356GiB,0.37%,4.82MB / 4.65MB,127kB / 811kB
2026-07-17T21:17:38,rest-postgres_c10_p100_t1,infrastructure-grpc-redis-1,0.45%,27.82MiB / 7.356GiB,0.37%,3.48MB / 4.85MB,0B / 807kB
2026-07-17T21:17:38,rest-postgres_c10_p100_t1,infrastructure-grpc-mongo-1,0.14%,39.14MiB / 7.356GiB,0.52%,1.86MB / 2.61MB,549kB / 946kB
2026-07-17T21:17:38,rest-postgres_c10_p100_t1,infrastructure-rest-mongo-1,0.16%,70.7MiB / 7.356GiB,0.94%,2.99MB / 4.73MB,33.1MB / 0B
2026-07-17T21:17:38,rest-postgres_c10_p100_t1,infrastructure-rest-postgres-1,44.93%,44.97MiB / 7.356GiB,0.60%,10.9MB / 11.4MB,5.17MB / 0B
2026-07-17T21:17:38,rest-postgres_c10_p100_t1,infrastructure-rest-redis-1,0.34%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.3MB,1.97MB / 0B
2026-07-17T21:17:38,rest-postgres_c10_p100_t1,infrastructure-grafana-1,0.14%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:38,rest-postgres_c10_p100_t1,infrastructure-postgres-1,15.91%,75.49MiB / 7.356GiB,1.00%,9.78MB / 12.1MB,34.5MB / 128MB
2026-07-17T21:17:38,rest-postgres_c10_p100_t1,infrastructure-prometheus-1,1.08%,42.81MiB / 7.356GiB,0.57%,3.56MB / 426kB,85.5MB / 7.5MB
2026-07-17T21:17:38,rest-postgres_c10_p100_t1,infrastructure-redis-1,0.41%,10.97MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:38,rest-postgres_c10_p100_t1,infrastructure-mongo-1,39.66%,304.1MiB / 7.356GiB,4.04%,5.3MB / 3.7MB,232MB / 7.22MB
2026-07-17T21:17:40,rest-postgres_c10_p100_t1,infrastructure-grpc-postgres-1,0.07%,27.77MiB / 7.356GiB,0.37%,4.82MB / 4.65MB,127kB / 811kB
2026-07-17T21:17:40,rest-postgres_c10_p100_t1,infrastructure-grpc-redis-1,0.09%,27.82MiB / 7.356GiB,0.37%,3.48MB / 4.85MB,0B / 807kB
2026-07-17T21:17:40,rest-postgres_c10_p100_t1,infrastructure-grpc-mongo-1,0.21%,39.14MiB / 7.356GiB,0.52%,1.86MB / 2.61MB,549kB / 946kB
2026-07-17T21:17:40,rest-postgres_c10_p100_t1,infrastructure-rest-mongo-1,0.20%,70.7MiB / 7.356GiB,0.94%,2.99MB / 4.73MB,33.1MB / 0B
2026-07-17T21:17:40,rest-postgres_c10_p100_t1,infrastructure-rest-postgres-1,41.25%,45.06MiB / 7.356GiB,0.60%,11.5MB / 12MB,5.17MB / 0B
2026-07-17T21:17:40,rest-postgres_c10_p100_t1,infrastructure-rest-redis-1,0.13%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.3MB,1.97MB / 0B
2026-07-17T21:17:40,rest-postgres_c10_p100_t1,infrastructure-grafana-1,0.04%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:40,rest-postgres_c10_p100_t1,infrastructure-postgres-1,14.99%,75.33MiB / 7.356GiB,1.00%,10MB / 12.4MB,34.5MB / 131MB
2026-07-17T21:17:40,rest-postgres_c10_p100_t1,infrastructure-prometheus-1,0.03%,42.8MiB / 7.356GiB,0.57%,3.56MB / 427kB,85.5MB / 7.52MB
2026-07-17T21:17:40,rest-postgres_c10_p100_t1,infrastructure-redis-1,0.41%,10.98MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:40,rest-postgres_c10_p100_t1,infrastructure-mongo-1,0.58%,304MiB / 7.356GiB,4.04%,5.3MB / 3.7MB,232MB / 7.25MB
2026-07-17T21:17:42,rest-postgres_c10_p100_t1,infrastructure-grpc-postgres-1,0.09%,27.77MiB / 7.356GiB,0.37%,4.82MB / 4.65MB,127kB / 811kB
2026-07-17T21:17:42,rest-postgres_c10_p100_t1,infrastructure-grpc-redis-1,0.08%,27.82MiB / 7.356GiB,0.37%,3.48MB / 4.85MB,0B / 807kB
2026-07-17T21:17:42,rest-postgres_c10_p100_t1,infrastructure-grpc-mongo-1,0.15%,39.14MiB / 7.356GiB,0.52%,1.86MB / 2.61MB,549kB / 946kB
2026-07-17T21:17:42,rest-postgres_c10_p100_t1,infrastructure-rest-mongo-1,0.16%,70.95MiB / 7.356GiB,0.94%,2.99MB / 4.74MB,33.1MB / 0B
2026-07-17T21:17:42,rest-postgres_c10_p100_t1,infrastructure-rest-postgres-1,41.84%,45.4MiB / 7.356GiB,0.60%,12MB / 12.5MB,5.17MB / 0B
2026-07-17T21:17:42,rest-postgres_c10_p100_t1,infrastructure-rest-redis-1,0.11%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.3MB,1.97MB / 0B
2026-07-17T21:17:42,rest-postgres_c10_p100_t1,infrastructure-grafana-1,0.06%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:42,rest-postgres_c10_p100_t1,infrastructure-postgres-1,15.06%,75.93MiB / 7.356GiB,1.01%,10.3MB / 12.7MB,34.5MB / 134MB
2026-07-17T21:17:42,rest-postgres_c10_p100_t1,infrastructure-prometheus-1,0.00%,42.8MiB / 7.356GiB,0.57%,3.57MB / 429kB,85.5MB / 7.52MB
2026-07-17T21:17:42,rest-postgres_c10_p100_t1,infrastructure-redis-1,0.43%,10.97MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:42,rest-postgres_c10_p100_t1,infrastructure-mongo-1,0.48%,304MiB / 7.356GiB,4.04%,5.3MB / 3.7MB,232MB / 7.25MB
2026-07-17T21:17:44,rest-postgres_c10_p100_t1,infrastructure-grpc-postgres-1,0.30%,27.77MiB / 7.356GiB,0.37%,4.82MB / 4.66MB,127kB / 811kB
2026-07-17T21:17:44,rest-postgres_c10_p100_t1,infrastructure-grpc-redis-1,0.06%,27.82MiB / 7.356GiB,0.37%,3.48MB / 4.85MB,0B / 807kB
2026-07-17T21:17:44,rest-postgres_c10_p100_t1,infrastructure-grpc-mongo-1,0.12%,39.14MiB / 7.356GiB,0.52%,1.86MB / 2.61MB,549kB / 946kB
2026-07-17T21:17:44,rest-postgres_c10_p100_t1,infrastructure-rest-mongo-1,0.15%,70.7MiB / 7.356GiB,0.94%,2.99MB / 4.74MB,33.1MB / 0B
2026-07-17T21:17:44,rest-postgres_c10_p100_t1,infrastructure-rest-postgres-1,41.40%,45.42MiB / 7.356GiB,0.60%,12.6MB / 13.1MB,5.17MB / 0B
2026-07-17T21:17:44,rest-postgres_c10_p100_t1,infrastructure-rest-redis-1,0.13%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.31MB,1.97MB / 0B
2026-07-17T21:17:44,rest-postgres_c10_p100_t1,infrastructure-grafana-1,0.04%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:44,rest-postgres_c10_p100_t1,infrastructure-postgres-1,19.90%,75.56MiB / 7.356GiB,1.00%,10.5MB / 13MB,34.5MB / 137MB
2026-07-17T21:17:44,rest-postgres_c10_p100_t1,infrastructure-prometheus-1,0.20%,42.8MiB / 7.356GiB,0.57%,3.6MB / 432kB,85.5MB / 7.52MB
2026-07-17T21:17:44,rest-postgres_c10_p100_t1,infrastructure-redis-1,3.93%,11MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:44,rest-postgres_c10_p100_t1,infrastructure-mongo-1,0.51%,304MiB / 7.356GiB,4.04%,5.3MB / 3.7MB,232MB / 7.25MB
2026-07-17T21:17:46,rest-postgres_c10_p100_t1,infrastructure-grpc-postgres-1,0.06%,27.77MiB / 7.356GiB,0.37%,4.82MB / 4.66MB,127kB / 811kB
2026-07-17T21:17:46,rest-postgres_c10_p100_t1,infrastructure-grpc-redis-1,0.07%,27.82MiB / 7.356GiB,0.37%,3.48MB / 4.85MB,0B / 807kB
2026-07-17T21:17:46,rest-postgres_c10_p100_t1,infrastructure-grpc-mongo-1,0.37%,39.14MiB / 7.356GiB,0.52%,1.86MB / 2.61MB,549kB / 946kB
2026-07-17T21:17:46,rest-postgres_c10_p100_t1,infrastructure-rest-mongo-1,0.16%,70.7MiB / 7.356GiB,0.94%,2.99MB / 4.75MB,33.1MB / 0B
2026-07-17T21:17:46,rest-postgres_c10_p100_t1,infrastructure-rest-postgres-1,41.47%,45.28MiB / 7.356GiB,0.60%,13.1MB / 13.6MB,5.17MB / 0B
2026-07-17T21:17:46,rest-postgres_c10_p100_t1,infrastructure-rest-redis-1,0.12%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.31MB,1.97MB / 0B
2026-07-17T21:17:46,rest-postgres_c10_p100_t1,infrastructure-grafana-1,0.07%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:46,rest-postgres_c10_p100_t1,infrastructure-postgres-1,15.00%,75.84MiB / 7.356GiB,1.01%,10.8MB / 13.3MB,34.5MB / 140MB
2026-07-17T21:17:46,rest-postgres_c10_p100_t1,infrastructure-prometheus-1,0.26%,42.8MiB / 7.356GiB,0.57%,3.61MB / 433kB,85.5MB / 7.52MB
2026-07-17T21:17:46,rest-postgres_c10_p100_t1,infrastructure-redis-1,0.41%,10.99MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:46,rest-postgres_c10_p100_t1,infrastructure-mongo-1,0.49%,304MiB / 7.356GiB,4.04%,5.3MB / 3.7MB,232MB / 7.25MB
2026-07-17T21:17:48,rest-postgres_c10_p100_t1,infrastructure-grpc-postgres-1,0.12%,27.77MiB / 7.356GiB,0.37%,4.82MB / 4.66MB,127kB / 811kB
2026-07-17T21:17:48,rest-postgres_c10_p100_t1,infrastructure-grpc-redis-1,0.11%,27.82MiB / 7.356GiB,0.37%,3.48MB / 4.85MB,0B / 807kB
2026-07-17T21:17:48,rest-postgres_c10_p100_t1,infrastructure-grpc-mongo-1,0.15%,39.14MiB / 7.356GiB,0.52%,1.86MB / 2.61MB,549kB / 946kB
2026-07-17T21:17:48,rest-postgres_c10_p100_t1,infrastructure-rest-mongo-1,0.17%,70.7MiB / 7.356GiB,0.94%,2.99MB / 4.75MB,33.1MB / 0B
2026-07-17T21:17:48,rest-postgres_c10_p100_t1,infrastructure-rest-postgres-1,0.44%,45.02MiB / 7.356GiB,0.60%,13.4MB / 13.8MB,5.17MB / 0B
2026-07-17T21:17:48,rest-postgres_c10_p100_t1,infrastructure-rest-redis-1,0.38%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.32MB,1.97MB / 0B
2026-07-17T21:17:48,rest-postgres_c10_p100_t1,infrastructure-grafana-1,0.15%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:48,rest-postgres_c10_p100_t1,infrastructure-postgres-1,0.05%,75.27MiB / 7.356GiB,1.00%,10.9MB / 13.5MB,34.5MB / 141MB
2026-07-17T21:17:48,rest-postgres_c10_p100_t1,infrastructure-prometheus-1,0.85%,43.04MiB / 7.356GiB,0.57%,3.63MB / 435kB,85.5MB / 7.52MB
2026-07-17T21:17:48,rest-postgres_c10_p100_t1,infrastructure-redis-1,0.57%,10.98MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:48,rest-postgres_c10_p100_t1,infrastructure-mongo-1,12.31%,367.9MiB / 7.356GiB,4.88%,5.3MB / 3.7MB,232MB / 7.25MB
2026-07-17T21:17:51,rest-postgres_c10_p100_t2,infrastructure-grpc-postgres-1,0.07%,27.77MiB / 7.356GiB,0.37%,4.82MB / 4.66MB,127kB / 811kB
2026-07-17T21:17:51,rest-postgres_c10_p100_t2,infrastructure-grpc-redis-1,0.08%,27.82MiB / 7.356GiB,0.37%,3.48MB / 4.85MB,0B / 807kB
2026-07-17T21:17:51,rest-postgres_c10_p100_t2,infrastructure-grpc-mongo-1,0.50%,39.14MiB / 7.356GiB,0.52%,1.86MB / 2.61MB,549kB / 946kB
2026-07-17T21:17:51,rest-postgres_c10_p100_t2,infrastructure-rest-mongo-1,0.17%,70.7MiB / 7.356GiB,0.94%,2.99MB / 4.76MB,33.1MB / 0B
2026-07-17T21:17:51,rest-postgres_c10_p100_t2,infrastructure-rest-postgres-1,37.11%,45.59MiB / 7.356GiB,0.61%,13.7MB / 14.2MB,5.17MB / 0B
2026-07-17T21:17:51,rest-postgres_c10_p100_t2,infrastructure-rest-redis-1,0.11%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.32MB,1.97MB / 0B
2026-07-17T21:17:51,rest-postgres_c10_p100_t2,infrastructure-grafana-1,0.05%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:51,rest-postgres_c10_p100_t2,infrastructure-postgres-1,13.86%,76.09MiB / 7.356GiB,1.01%,11MB / 13.6MB,34.6MB / 144MB
2026-07-17T21:17:51,rest-postgres_c10_p100_t2,infrastructure-prometheus-1,0.31%,42.81MiB / 7.356GiB,0.57%,3.64MB / 437kB,85.5MB / 7.52MB
2026-07-17T21:17:51,rest-postgres_c10_p100_t2,infrastructure-redis-1,0.45%,10.98MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:51,rest-postgres_c10_p100_t2,infrastructure-mongo-1,0.66%,304.1MiB / 7.356GiB,4.04%,5.3MB / 3.7MB,232MB / 7.29MB
2026-07-17T21:17:54,rest-postgres_c10_p100_t2,infrastructure-grpc-postgres-1,0.31%,28.02MiB / 7.356GiB,0.37%,4.82MB / 4.66MB,127kB / 811kB
2026-07-17T21:17:54,rest-postgres_c10_p100_t2,infrastructure-grpc-redis-1,0.06%,27.86MiB / 7.356GiB,0.37%,3.48MB / 4.85MB,0B / 807kB
2026-07-17T21:17:54,rest-postgres_c10_p100_t2,infrastructure-grpc-mongo-1,0.12%,39.14MiB / 7.356GiB,0.52%,1.86MB / 2.61MB,549kB / 946kB
2026-07-17T21:17:54,rest-postgres_c10_p100_t2,infrastructure-rest-mongo-1,0.16%,70.7MiB / 7.356GiB,0.94%,2.99MB / 4.76MB,33.1MB / 0B
2026-07-17T21:17:54,rest-postgres_c10_p100_t2,infrastructure-rest-postgres-1,42.07%,45.11MiB / 7.356GiB,0.60%,14.3MB / 14.7MB,5.17MB / 0B
2026-07-17T21:17:54,rest-postgres_c10_p100_t2,infrastructure-rest-redis-1,0.39%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.33MB,1.97MB / 0B
2026-07-17T21:17:54,rest-postgres_c10_p100_t2,infrastructure-grafana-1,0.06%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:54,rest-postgres_c10_p100_t2,infrastructure-postgres-1,14.99%,75.61MiB / 7.356GiB,1.00%,11.3MB / 13.9MB,34.6MB / 147MB
2026-07-17T21:17:54,rest-postgres_c10_p100_t2,infrastructure-prometheus-1,1.03%,42.81MiB / 7.356GiB,0.57%,3.67MB / 440kB,85.5MB / 7.52MB
2026-07-17T21:17:54,rest-postgres_c10_p100_t2,infrastructure-redis-1,0.41%,10.97MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:54,rest-postgres_c10_p100_t2,infrastructure-mongo-1,0.43%,304.3MiB / 7.356GiB,4.04%,5.3MB / 3.7MB,232MB / 7.32MB
2026-07-17T21:17:56,rest-postgres_c10_p100_t2,infrastructure-grpc-postgres-1,0.06%,27.77MiB / 7.356GiB,0.37%,4.82MB / 4.66MB,127kB / 811kB
2026-07-17T21:17:56,rest-postgres_c10_p100_t2,infrastructure-grpc-redis-1,0.07%,27.82MiB / 7.356GiB,0.37%,3.48MB / 4.85MB,0B / 807kB
2026-07-17T21:17:56,rest-postgres_c10_p100_t2,infrastructure-grpc-mongo-1,0.12%,39.14MiB / 7.356GiB,0.52%,1.86MB / 2.61MB,549kB / 946kB
2026-07-17T21:17:56,rest-postgres_c10_p100_t2,infrastructure-rest-mongo-1,0.48%,70.7MiB / 7.356GiB,0.94%,2.99MB / 4.78MB,33.1MB / 0B
2026-07-17T21:17:56,rest-postgres_c10_p100_t2,infrastructure-rest-postgres-1,42.69%,45.61MiB / 7.356GiB,0.61%,14.9MB / 15.3MB,5.17MB / 0B
2026-07-17T21:17:56,rest-postgres_c10_p100_t2,infrastructure-rest-redis-1,0.13%,43.57MiB / 7.356GiB,0.58%,2.67MB / 4.33MB,1.97MB / 0B
2026-07-17T21:17:56,rest-postgres_c10_p100_t2,infrastructure-grafana-1,0.10%,56.07MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:56,rest-postgres_c10_p100_t2,infrastructure-postgres-1,15.98%,75.7MiB / 7.356GiB,1.00%,11.5MB / 14.2MB,34.6MB / 150MB
2026-07-17T21:17:56,rest-postgres_c10_p100_t2,infrastructure-prometheus-1,0.17%,42.81MiB / 7.356GiB,0.57%,3.68MB / 440kB,85.5MB / 7.54MB
2026-07-17T21:17:56,rest-postgres_c10_p100_t2,infrastructure-redis-1,0.47%,10.98MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
2026-07-17T21:17:56,rest-postgres_c10_p100_t2,infrastructure-mongo-1,38.81%,304.2MiB / 7.356GiB,4.04%,5.3MB / 3.7MB,232MB / 7.32MB
2026-07-17T21:17:58,rest-postgres_c10_p100_t2,infrastructure-grpc-postgres-1,0.07%,27.77MiB / 7.356GiB,0.37%,4.82MB / 4.66MB,127kB / 811kB
2026-07-17T21:17:58,rest-postgres_c10_p100_t2,infrastructure-grpc-redis-1,0.30%,27.82MiB / 7.356GiB,0.37%,3.49MB / 4.85MB,0B / 807kB
2026-07-17T21:17:58,rest-postgres_c10_p100_t2,infrastructure-grpc-mongo-1,0.13%,39.14MiB / 7.356GiB,0.52%,1.86MB / 2.61MB,549kB / 946kB
2026-07-17T21:17:58,rest-postgres_c10_p100_t2,infrastructure-rest-mongo-1,0.17%,70.7MiB / 7.356GiB,0.94%,2.99MB / 4.78MB,33.1MB / 0B
2026-07-17T21:17:58,rest-postgres_c10_p100_t2,infrastructure-rest-postgres-1,42.71%,45.22MiB / 7.356GiB,0.60%,15.4MB / 15.8MB,5.17MB / 0B
2026-07-17T21:17:58,rest-postgres_c10_p100_t2,infrastructure-rest-redis-1,0.43%,43.57MiB / 7.356GiB,0.58%,2.68MB / 4.35MB,1.97MB / 0B
2026-07-17T21:17:58,rest-postgres_c10_p100_t2,infrastructure-grafana-1,0.18%,56.09MiB / 7.356GiB,0.74%,17.5kB / 3.91kB,127MB / 242kB
2026-07-17T21:17:58,rest-postgres_c10_p100_t2,infrastructure-postgres-1,15.85%,75.88MiB / 7.356GiB,1.01%,11.8MB / 14.5MB,34.6MB / 152MB
2026-07-17T21:17:58,rest-postgres_c10_p100_t2,infrastructure-prometheus-1,0.33%,42.82MiB / 7.356GiB,0.57%,3.69MB / 443kB,85.5MB / 7.54MB
2026-07-17T21:17:58,rest-postgres_c10_p100_t2,infrastructure-redis-1,0.46%,10.97MiB / 7.356GiB,0.15%,6.1MB / 4.16MB,11.7MB / 1.44MB
